"Building","Floor","Suite","Room","Space","Pct","Area","Stations","Category","Description","Room Use (S)","CPEC Code","Department","Program","System (S/C/R)","Cost Codes","PI/Manager","Occupants","Utilization","Home Page"
"Geisel Library","First Floor","","(C)100","","100%","266","","C - Public Circulation","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=48640"
"Geisel Library","First Floor","","(C)1000","","100%","401","","C - Public Circulation","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=48638"
"Geisel Library","First Floor","","(C)102","","100%","49","","C - Public Circulation","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=48646"
"Geisel Library","First Floor","","(C)1038","","100%","446","","C - Public Circulation","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=48648"
"Geisel Library","First Floor","","(C)1084","","100%","320","","C - Public Circulation","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=48654"
"Geisel Library","First Floor","","(C)1100","","100%","394","","C - Public Circulation","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=48658"
"Geisel Library","First Floor","","(C)113","","100%","351","","C - Public Circulation","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=48660"
"Geisel Library","First Floor","","(C)135","","100%","448","","C - Public Circulation","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=48661"
"Geisel Library","First Floor","","(C)136","","100%","447","","C - Public Circulation","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=48662"
"Geisel Library","First Floor","","(C)137","","100%","1321","","C - Public Circulation","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=48663"
"Geisel Library","First Floor","","(C)138","","100%","445","","C - Public Circulation","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=48664"
"Geisel Library","First Floor","","(C)139","","100%","445","","C - Public Circulation","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=48665"
"Geisel Library","First Floor","","(CE)100A","","100%","63","","C - Public Circulation","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=70373"
"Geisel Library","First Floor","","(CE)100B","","100%","64","","C - Public Circulation","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=70374"
"Geisel Library","First Floor","","(CE)100C","","100%","63","","C - Public Circulation","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=70375"
"Geisel Library","First Floor","","(CE)1014A","","100%","48","","C - Public Circulation","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=70376"
"Geisel Library","First Floor","","(CE)105A","","100%","77","","C - Public Circulation","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=70377"
"Geisel Library","First Floor","","(CE)1103A","","100%","50","","C - Public Circulation","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=70378"
"Geisel Library","First Floor","","(CS)1007","","100%","239","","C - Public Circulation","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=71407"
"Geisel Library","First Floor","","(CS)1023","","100%","479","","C - Public Circulation","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=70379"
"Geisel Library","First Floor","","(CS)103","","100%","208","","C - Public Circulation","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=70380"
"Geisel Library","First Floor","","(CS)1037","","100%","480","","C - Public Circulation","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=71408"
"Geisel Library","First Floor","","(CS)104","","100%","208","","C - Public Circulation","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=70381"
"Geisel Library","First Floor","","(CS)1056","","100%","243","","C - Public Circulation","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=71409"
"Geisel Library","First Floor","","(CS)107","","100%","208","","C - Public Circulation","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=70383"
"Geisel Library","First Floor","","(CS)1078","","100%","242","","C - Public Circulation","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=70382"
"Geisel Library","First Floor","","(CS)1085","","100%","572","","C - Public Circulation","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=70384"
"Geisel Library","First Floor","","(CS)1091","","100%","238","","C - Public Circulation","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=70385"
"Geisel Library","First Floor","","(CS)1099","","100%","466","","C - Public Circulation","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=70386"
"Geisel Library","First Floor","","(CU)251-1","","100%","1777","","U - Covered Unenclosed","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=97243"
"Geisel Library","First Floor","","(J)1012","","100%","31","","J - Custodial Support","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=48666"
"Geisel Library","First Floor","","(J)1062","","100%","31","","J - Custodial Support","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=48667"
"Geisel Library","First Floor","","(J)1076","","100%","31","","J - Custodial Support","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=48668"
"Geisel Library","First Floor","","(J)1096","","100%","31","","J - Custodial Support","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=48669"
"Geisel Library","First Floor","","(M)010","","100%","911","","M - Mechanical Space","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=48670"
"Geisel Library","First Floor","","(M)1001","","100%","91","","M - Mechanical Space","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=48671"
"Geisel Library","First Floor","","(M)1007","","100%","96","","M - Mechanical Space","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=48677"
"Geisel Library","First Floor","","(M)1011","","100%","50","","M - Mechanical Space","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=48681"
"Geisel Library","First Floor","","(M)1012","","100%","1225","","M - Mechanical Space","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=48682"
"Geisel Library","First Floor","","(M)1014","","100%","1097","","M - Mechanical Space","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=48684"
"Geisel Library","First Floor","","(M)1015","","100%","41","","M - Mechanical Space","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=48685"
"Geisel Library","First Floor","","(M)1024","","100%","93","","M - Mechanical Space","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=48686"
"Geisel Library","First Floor","","(M)1025","","100%","236","","M - Mechanical Space","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=48687"
"Geisel Library","First Floor","","(M)1033","","100%","55","","M - Mechanical Space","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=48689"
"Geisel Library","First Floor","","(M)1034","","100%","91","","M - Mechanical Space","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=48690"
"Geisel Library","First Floor","","(M)1035","","100%","1200","","M - Mechanical Space","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=48691"
"Geisel Library","First Floor","","(M)1051","","100%","1423","","M - Mechanical Space","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=48693"
"Geisel Library","First Floor","","(M)1051A","","100%","238","","M - Mechanical Space","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=48694"
"Geisel Library","First Floor","","(M)1052","","100%","321","","M - Mechanical Space","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=48695"
"Geisel Library","First Floor","","(M)1052A","","100%","258","","M - Mechanical Space","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=48696"
"Geisel Library","First Floor","","(M)1053","","100%","96","","M - Mechanical Space","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=48697"
"Geisel Library","First Floor","","(M)1054","","100%","57","","M - Mechanical Space","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=48698"
