"Building","Floor","Suite","Room","Space","Pct","Area","Stations","Category","Description","Room Use (S)","CPEC Code","Department","Program","System (S/C/R)","Cost Codes","PI/Manager","Occupants","Utilization","Home Page"
"Warren Lecture Hall","First Floor","","(J)2175","","100%","114","","J - Custodial Support","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=53866"
"Warren Lecture Hall","First Floor","","(M)2116","","100%","2836","","M - Mechanical Space","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=53867"
"Warren Lecture Hall","First Floor","","(M)2119","","100%","607","","M - Mechanical Space","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=53868"
"Warren Lecture Hall","First Floor","","(M)2174","","100%","54","","M - Mechanical Space","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=53869"
"Warren Lecture Hall","First Floor","","(M)2803","","100%","58","","M - Mechanical Space","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=74980"
"Warren Lecture Hall","First Floor","","(M)2804","","100%","30","","M - Mechanical Space","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=53874"
"Warren Lecture Hall","First Floor","","(MS)2005A","","100%","10","","M - Mechanical Space","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=70838"
"Warren Lecture Hall","First Floor","","(MS)2005B","","100%","10","","M - Mechanical Space","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=70839"
"Warren Lecture Hall","First Floor","","(MS)2800","","100%","16","","M - Mechanical Space","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=70840"
"Warren Lecture Hall","First Floor","","(MS)2801","","100%","23","","M - Mechanical Space","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=70841"
"Warren Lecture Hall","First Floor","","(MS)2802","","100%","220","","M - Mechanical Space","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=70842"
"Warren Lecture Hall","First Floor","","(TM)2109","","100%","291","","T - Public Restrooms","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=53875"
"Warren Lecture Hall","First Floor","","(TM)2117","","100%","227","","T - Public Restrooms","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=53876"
"Warren Lecture Hall","First Floor","","(TM)2159","","100%","191","","T - Public Restrooms","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=53877"
"Warren Lecture Hall","First Floor","","(TW)2108","","100%","307","","T - Public Restrooms","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=53878"
"Warren Lecture Hall","First Floor","","(TW)2118","","100%","377","","T - Public Restrooms","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=53879"
"Warren Lecture Hall","First Floor","","(TW)2158","","100%","196","","T - Public Restrooms","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=53880"
"Warren Lecture Hall","First Floor","","2001","2001","100%","3639","395","A - Assignable Area","","110 - Classroom (S)","1 - Classroom Facilities","General Academic Class and Seminar Rooms","1.1.60.10 - General Classrooms","GEN ACAD (S, CL:1, RL:A)","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=16788"
"Warren Lecture Hall","First Floor","","2005","2005","100%","2205","200","A - Assignable Area","","110 - Classroom (S)","1 - Classroom Facilities","General Academic Class and Seminar Rooms","1.1.60.10 - General Classrooms","GEN ACAD (S, CL:1, RL:A)","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=16790"
"Warren Lecture Hall","First Floor","","2102","2102","100%","191","0","A - Assignable Area","","125 - Classroom Service (S)","7 - Non-Standard Programs","Academic Computing and Media Services","5.4.01.00 - Computing Support - General","ACAD COMP SV (N, CL:, RL:)","","MOWRY-EMISON, DEBORAH ANN","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=16795"
"Warren Lecture Hall","First Floor","","2104","2104","100%","206","0","A - Assignable Area","","565 - Media Production Service (S)","7 - Non-Standard Programs","Information Technology Services","7.5.01.00 - Management Data Services","AVC ACT (N, CL:, RL:)","","MOWRY-EMISON, DEBORAH ANN","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=16837"
"Warren Lecture Hall","First Floor","","2106","2106","100%","182","0","A - Assignable Area","","125 - Classroom Service (S)","7 - Non-Standard Programs","Academic Computing and Media Services","5.4.01.00 - Computing Support - General","ACAD COMP SV (N, CL:, RL:)","","MOWRY-EMISON, DEBORAH ANN","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=16796"
"Warren Lecture Hall","First Floor","","2110","2110","100%","492","28","A - Assignable Area","","110 - Classroom (S)","1 - Classroom Facilities","General Academic Class and Seminar Rooms","1.1.60.10 - General Classrooms","GEN ACAD (S, CL:1, RL:A)","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=16797"
"Warren Lecture Hall","First Floor","","2111","2111","100%","943","70","A - Assignable Area","","110 - Classroom (S)","1 - Classroom Facilities","General Academic Class and Seminar Rooms","1.1.60.10 - General Classrooms","GEN ACAD (S, CL:1, RL:A)","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=16798"
"Warren Lecture Hall","First Floor","","2112","2112","100%","563","40","A - Assignable Area","","110 - Classroom (S)","1 - Classroom Facilities","General Academic Class and Seminar Rooms","1.1.60.10 - General Classrooms","GEN ACAD (S, CL:1, RL:A)","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=16799"
"Warren Lecture Hall","First Floor","","2113","2113","100%","683","49","A - Assignable Area","","110 - Classroom (S)","1 - Classroom Facilities","General Academic Class and Seminar Rooms","1.1.60.10 - General Classrooms","GEN ACAD (S, CL:1, RL:A)","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=16800"
"Warren Lecture Hall","First Floor","","2114","2114","100%","567","40","A - Assignable Area","","110 - Classroom (S)","1 - Classroom Facilities","General Academic Class and Seminar Rooms","1.1.60.10 - General Classrooms","GEN ACAD (S, CL:1, RL:A)","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=16801"
"Warren Lecture Hall","First Floor","","2115","2115","100%","638","40","A - Assignable Area","","110 - Classroom (S)","1 - Classroom Facilities","General Academic Class and Seminar Rooms","1.1.60.10 - General Classrooms","GEN ACAD (S, CL:1, RL:A)","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=16802"
"Warren Lecture Hall","First Floor","","2120","2120","100%","1249","16","A - Assignable Area","","210 - Research Laboratory / Studio (S)","4 - Research / Scholarly Activity","Music","1.1.50.02 - Music","MUSIC (S, CL:, RL:E)","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=16803"
"Warren Lecture Hall","First Floor","","2121","2121","100%","744","0","A - Assignable Area","","211 - Research Office - Enclosed (S)","","Music","1.1.50.02 - Music","MUSIC (S, CL:, RL:E)","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=16804"
"Warren Lecture Hall","First Floor","","2122","2122","100%","742","0","A - Assignable Area","","211 - Research Office - Enclosed (S)","","Music","1.1.50.02 - Music","MUSIC (S, CL:, RL:E)","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=60311"
"Warren Lecture Hall","First Floor","","2123","2123","100%","242","0","A - Assignable Area","","210 - Research Laboratory / Studio (S)","4 - Research / Scholarly Activity","Music","1.1.50.02 - Music","MUSIC (S, CL:, RL:E)","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=16806"
"Warren Lecture Hall","First Floor","","2124","2124","100%","1357","8","A - Assignable Area","","210 - Research Laboratory / Studio (S)","4 - Research / Scholarly Activity","Music","1.1.50.02 - Music","MUSIC (S, CL:, RL:E)","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=16807"
"Warren Lecture Hall","First Floor","","2124A","2124A","100%","243","0","A - Assignable Area","","210 - Research Laboratory / Studio (S)","4 - Research / Scholarly Activity","Music","1.1.50.02 - Music","MUSIC (S, CL:, RL:E)","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=60312"
"Warren Lecture Hall","First Floor","","2124B","2124B","100%","261","0","A - Assignable Area","","335 - Office Service (S)","3 - Office Facilities","Music","1.1.50.02 - Music","MUSIC (S, CL:, RL:E)","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=60313"
"Warren Lecture Hall","First Floor","","2124C","2124C","100%","202","0","A - Assignable Area","","210 - Research Laboratory / Studio (S)","4 - Research / Scholarly Activity","Music","1.1.50.02 - Music","MUSIC (S, CL:, RL:E)","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=60314"
"Warren Lecture Hall","First Floor","","2125","2125","100%","242","2","A - Assignable Area","","210 - Research Laboratory / Studio (S)","4 - Research / Scholarly Activity","Music","1.1.50.02 - Music","MUSIC (S, CL:, RL:E)","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=16808"
"Warren Lecture Hall","First Floor","","2126","2126","100%","518","12","A - Assignable Area","","320 - Administrative Office - Enclosed (S)","","Music","1.1.50.02 - Music","MUSIC (S, CL:, RL:E)","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=16809"
"Warren Lecture Hall","First Floor","","212OA","212OA","100%","240","0","A - Assignable Area","","210 - Research Laboratory / Studio (S)","4 - Research / Scholarly Activity","Music","1.1.50.02 - Music","MUSIC (S, CL:, RL:E)","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=60315"
"Warren Lecture Hall","First Floor","","2130","2130","100%","1247","0","A - Assignable Area","","210 - Research Laboratory / Studio (S)","4 - Research / Scholarly Activity","Music","1.1.50.02 - Music","MUSIC (S, CL:, RL:E)","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=16813"
"Warren Lecture Hall","First Floor","","2136","2136","100%","754","8","A - Assignable Area","","310 - Academic Office - Enclosed (S)","","Music","1.1.50.02 - Music","MUSIC (S, CL:, RL:E)","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=25664"
"Warren Lecture Hall","First Floor","","2137","2137","100%","98","1","A - Assignable Area","","270 - Open Laboratory (N)","2 - Class Laboratories","Music","1.1.50.02 - Music","MUSIC (S, CL:, RL:E)","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=16820"
"Warren Lecture Hall","First Floor","","2138","2138","100%","102","1","A - Assignable Area","","270 - Open Laboratory (N)","2 - Class Laboratories","Music","1.1.50.02 - Music","MUSIC (S, CL:, RL:E)","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=16821"
"Warren Lecture Hall","First Floor","","2140","2140","100%","277","1","A - Assignable Area","","310 - Academic Office - Enclosed (S)","","Music","1.1.50.02 - Music","MUSIC (S, CL:, RL:E)","","Steven Schick","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=16822"
"Warren Lecture Hall","First Floor","","2141","2141","100%","230","1","A - Assignable Area","","310 - Academic Office - Enclosed (S)","","Music","1.1.50.02 - Music","MUSIC (S, CL:, RL:E)","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=16823"
"Warren Lecture Hall","First Floor","","2142","2142","100%","216","1","A - Assignable Area","","310 - Academic Office - Enclosed (S)","","Music","1.1.50.02 - Music","MUSIC (S, CL:, RL:E)","","Anthony Burr","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=16824"
"Warren Lecture Hall","First Floor","","2143","2143","100%","236","1","A - Assignable Area","","310 - Academic Office - Enclosed (S)","","Music","1.1.50.02 - Music","MUSIC (S, CL:, RL:E)","","Stephanie Richards","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=16825"
"Warren Lecture Hall","First Floor","","2144","2144","100%","219","1","A - Assignable Area","","310 - Academic Office - Enclosed (S)","","Music","1.1.50.02 - Music","MUSIC (S, CL:, RL:E)","","Wilfrido Terrazas Perez","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=16826"
"Warren Lecture Hall","First Floor","","2146","2146","100%","235","2","A - Assignable Area","","310 - Academic Office - Enclosed (S)","","Music","1.1.50.02 - Music","MUSIC (S, CL:, RL:E)","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=16827"
"Warren Lecture Hall","First Floor","","2147","2147","100%","214","1","A - Assignable Area","","310 - Academic Office - Enclosed (S)","","Music","1.1.50.02 - Music","MUSIC (S, CL:, RL:E)","","Charles Curtis","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=16828"
"Warren Lecture Hall","First Floor","","2148","2148","100%","220","1","A - Assignable Area","","310 - Academic Office - Enclosed (S)","","Music","1.1.50.02 - Music","MUSIC (S, CL:, RL:E)","","Roger Reynolds","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=16829"
"Warren Lecture Hall","First Floor","","2149","2149","100%","53","0","A - Assignable Area","","335 - Office Service (S)","3 - Office Facilities","Music","1.1.50.02 - Music","MUSIC (S, CL:, RL:E)","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=16830"
"Warren Lecture Hall","First Floor","","2150","2150","100%","53","0","A - Assignable Area","","335 - Office Service (S)","3 - Office Facilities","Music","1.1.50.02 - Music","MUSIC (S, CL:, RL:E)","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=16831"
"Warren Lecture Hall","First Floor","","2152","2152","100%","407","0","A - Assignable Area","","225 - Research Lab / Studio Service (S)","4 - Research / Scholarly Activity","Music","1.1.50.02 - Music","MUSIC (S, CL:, RL:E)","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=16832"
"Warren Lecture Hall","First Floor","","2154","2154","100%","1720","20","A - Assignable Area","","210 - Research Laboratory / Studio (S)","4 - Research / Scholarly Activity","Music","1.1.50.02 - Music","MUSIC (S, CL:, RL:E)","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=16833"
"Warren Lecture Hall","First Floor","","2155","2155","100%","509","2","A - Assignable Area","","320 - Administrative Office - Enclosed (S)","","Music","1.1.50.02 - Music","MUSIC (S, CL:, RL:E)","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=16834"
"Warren Lecture Hall","First Floor","","2156","2156","100%","199","1","A - Assignable Area","","320 - Administrative Office - Enclosed (S)","","Music","1.1.50.02 - Music","MUSIC (S, CL:, RL:E)","","KUCERA, JOSEF PAUL","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=16835"
"Warren Lecture Hall","First Floor","","2163","2163","100%","412","1","A - Assignable Area","","225 - Research Lab / Studio Service (S)","4 - Research / Scholarly Activity","Music","1.1.50.02 - Music","MUSIC (S, CL:, RL:E)","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=16836"
"Warren Lecture Hall","First Floor","","2165","2165","100%","2276","20","A - Assignable Area","","210 - Research Laboratory / Studio (S)","4 - Research / Scholarly Activity","Music","1.1.50.02 - Music","MUSIC (S, CL:, RL:E)","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=16838"
"Warren Lecture Hall","First Floor","","2166","2166","100%","534","15","A - Assignable Area","","210 - Research Laboratory / Studio (S)","4 - Research / Scholarly Activity","Music","1.1.50.02 - Music","MUSIC (S, CL:, RL:E)","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=16839"
"Warren Lecture Hall","First Floor","","2167","2167","100%","41","0","A - Assignable Area","","125 - Classroom Service (S)","1 - Classroom Facilities","General Academic Class and Seminar Rooms","1.1.60.10 - General Classrooms","GEN ACAD (S, CL:1, RL:A)","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=36463"
"Warren Lecture Hall","First Floor","","2169","2169","100%","104","1","A - Assignable Area","","225 - Research Lab / Studio Service (S)","4 - Research / Scholarly Activity","Music","1.1.50.02 - Music","MUSIC (S, CL:, RL:E)","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=16840"
"Warren Lecture Hall","Second Floor","","(C)2213","","100%","270","","C - Public Circulation","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=75066"
"Warren Lecture Hall","Second Floor","","(C)2217","","100%","242","","C - Public Circulation","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=75067"
"Warren Lecture Hall","Second Floor","","(CE)2281","","100%","58","","C - Public Circulation","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=70831"
"Warren Lecture Hall","Second Floor","","(CE)2282","","100%","116","","C - Public Circulation","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=70832"
"Warren Lecture Hall","Second Floor","","(CU)526-2-0","","100%","696","","U - Covered Unenclosed","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=98146"
"Warren Lecture Hall","Second Floor","","(CU)526-2-1","","100%","350","","U - Covered Unenclosed","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=98141"
"Warren Lecture Hall","Second Floor","","(CU)526-2-2","","100%","652","","U - Covered Unenclosed","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=98145"
"Warren Lecture Hall","Second Floor","","(CU)526-2-3","","100%","471","","U - Covered Unenclosed","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=98144"
"Warren Lecture Hall","Second Floor","","(CU)526-2-4","","100%","355","","U - Covered Unenclosed","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=98142"
"Warren Lecture Hall","Second Floor","","(CU)526-2-5","","100%","1158","","U - Covered Unenclosed","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=98143"
