"Building","Floor","Suite","Room","Space","Pct","Area","Stations","Category","Description","Room Use (S)","CPEC Code","Department","Program","System (S/C/R)","Cost Codes","PI/Manager","Occupants","Utilization","Home Page"
"Peterson Hall","First Floor","","(C)101","","100%","1579","","C - Public Circulation","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=59071"
"Peterson Hall","First Floor","","(C)115","","100%","120","","C - Public Circulation","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=59072"
"Peterson Hall","First Floor","","(CU)423-1-0","","100%","391","","U - Covered Unenclosed","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=99202"
"Peterson Hall","First Floor","","(CU)423-1-1","","100%","242","","U - Covered Unenclosed","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=99204"
"Peterson Hall","First Floor","","(CU)423-1-2","","100%","120","","U - Covered Unenclosed","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=99201"
"Peterson Hall","First Floor","","(CU)423-1-3","","100%","210","","U - Covered Unenclosed","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=99200"
"Peterson Hall","First Floor","","(CU)423-1-4","","100%","392","","U - Covered Unenclosed","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=99203"
"Peterson Hall","First Floor","","(J)116","","100%","34","","J - Custodial Support","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=59073"
"Peterson Hall","First Floor","","(J)119","","100%","116","","J - Custodial Support","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=59074"
"Peterson Hall","First Floor","","(M)117","","100%","210","","M - Mechanical Space","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=59075"
"Peterson Hall","First Floor","","(M)118","","100%","210","","M - Mechanical Space","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=59076"
"Peterson Hall","First Floor","","(M)124","","100%","81","","M - Mechanical Space","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=59077"
"Peterson Hall","First Floor","","(M)125","","100%","228","","M - Mechanical Space","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=59078"
"Peterson Hall","First Floor","","(MS)150","","100%","55","","M - Mechanical Space","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=74617"
"Peterson Hall","First Floor","","(MS)151","","100%","22","","M - Mechanical Space","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=74618"
"Peterson Hall","First Floor","","(MS)152","","100%","10","","M - Mechanical Space","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=74619"
"Peterson Hall","First Floor","","(MS)153","","100%","44","","M - Mechanical Space","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=74620"
"Peterson Hall","First Floor","","(MS)154","","100%","34","","M - Mechanical Space","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=74621"
"Peterson Hall","First Floor","","(MS)155","","100%","34","","M - Mechanical Space","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=74622"
"Peterson Hall","First Floor","","(MS)156","","100%","39","","M - Mechanical Space","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=74623"
"Peterson Hall","First Floor","","(MS)157","","100%","23","","M - Mechanical Space","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=74624"
"Peterson Hall","First Floor","","(MS)158","","100%","39","","M - Mechanical Space","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=74625"
"Peterson Hall","First Floor","","(MS)159","","100%","22","","M - Mechanical Space","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=74626"
"Peterson Hall","First Floor","","(MS)160","","100%","10","","M - Mechanical Space","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=74627"
"Peterson Hall","First Floor","","(TM)121","","100%","316","","T - Public Restrooms","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=59090"
"Peterson Hall","First Floor","","(TW)123","","100%","286","","T - Public Restrooms","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=59091"
"Peterson Hall","First Floor","","102","102","100%","956","70","A - Assignable Area","","110 - Classroom (S)","1 - Classroom Facilities","General Academic Class and Seminar Rooms","1.1.60.10 - General Classrooms","GEN ACAD (S, CL:1, RL:A)","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=13382"
"Peterson Hall","First Floor","","103","103","100%","956","70","A - Assignable Area","","110 - Classroom (S)","1 - Classroom Facilities","General Academic Class and Seminar Rooms","1.1.60.10 - General Classrooms","GEN ACAD (S, CL:1, RL:A)","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=13383"
"Peterson Hall","First Floor","","104","104","100%","1018","75","A - Assignable Area","","110 - Classroom (S)","1 - Classroom Facilities","General Academic Class and Seminar Rooms","1.1.60.10 - General Classrooms","GEN ACAD (S, CL:1, RL:A)","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=13384"
"Peterson Hall","First Floor","","108","108","100%","3405","410","A - Assignable Area","","110 - Classroom (S)","1 - Classroom Facilities","General Academic Class and Seminar Rooms","1.1.60.10 - General Classrooms","GEN ACAD (S, CL:1, RL:A)","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=13385"
"Peterson Hall","First Floor","","109","109","100%","164","0","A - Assignable Area","","125 - Classroom Service (S)","7 - Non-Standard Programs","Academic Computing and Media Services","5.4.01.00 - Computing Support - General","ACAD COMP SV (N, CL:, RL:)","","MOWRY-EMISON, DEBORAH ANN","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=13386"
"Peterson Hall","First Floor","","110","110","100%","2933","328","A - Assignable Area","","110 - Classroom (S)","1 - Classroom Facilities","General Academic Class and Seminar Rooms","1.1.60.10 - General Classrooms","GEN ACAD (S, CL:1, RL:A)","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=13387"
"Peterson Hall","First Floor","","111","111","100%","164","0","A - Assignable Area","","560 - Media Production (S)","7 - Non-Standard Programs","Information Technology Services","7.5.01.00 - Management Data Services","AVC ACT (N, CL:, RL:)","","MOWRY-EMISON, DEBORAH ANN","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=29730"
"Peterson Hall","First Floor","","113","113","100%","136","0","A - Assignable Area","","565 - Media Production Service (S)","7 - Non-Standard Programs","Information Technology Services","7.5.01.00 - Management Data Services","AVC ACT (N, CL:, RL:)","","MOWRY-EMISON, DEBORAH ANN","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=13388"
