"Building","Floor","Suite","Room","Space","Pct","Area","Stations","Category","Description","Room Use (S)","CPEC Code","Department","Program","System (S/C/R)","Cost Codes","PI/Manager","Occupants","Utilization","Home Page"
"Urey Hall","Basement","","(C)B0240","","100%","165","","C - Public Circulation","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=53259"
"Urey Hall","Basement","","(C)B0244","","100%","188","","C - Public Circulation","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=53261"
"Urey Hall","Basement","","(C)B0503","","100%","4651","","C - Public Circulation","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=53262"
"Urey Hall","Basement","","(C)B0504","","100%","884","","C - Public Circulation","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=53265"
"Urey Hall","Basement","","(C)B0506","","100%","287","","C - Public Circulation","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=53266"
"Urey Hall","Basement","","(C)B0507","","100%","232","","C - Public Circulation","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=53267"
"Urey Hall","Basement","","(CE)B0503A","","100%","57","","C - Public Circulation","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=67545"
"Urey Hall","Basement","","(CE)B0503B","","100%","57","","C - Public Circulation","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=67546"
"Urey Hall","Basement","","(CE)B0507A","","100%","69","","C - Public Circulation","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=67547"
"Urey Hall","Basement","","(CS)B0507","","100%","123","","C - Public Circulation","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=67548"
"Urey Hall","Basement","","(CS)B0508","","100%","97","","C - Public Circulation","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=67549"
"Urey Hall","Basement","","(CU)516-B","","100%","404","","U - Covered Unenclosed","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=101647"
"Urey Hall","Basement","","(J)B0014","","100%","555","","J - Custodial Support","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=76974"
"Urey Hall","Basement","","(J)B0015","","100%","430","","J - Custodial Support","","","","","","","","","Irma Cardenas | Laura Duarte | Maria Flores | Maria Garcia | Carlos Guerrero | Jorge Jaramillo | Vashon Jones | Carlos Penaloza | Dante Smith | Maria Zuniga","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=62335"
"Urey Hall","Basement","","(J)B0800","","100%","123","","J - Custodial Support","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=53270"
"Urey Hall","Basement","","(M)B0070","","100%","3003","","M - Mechanical Space","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=53271"
"Urey Hall","Basement","","(M)B0204","","100%","81","","M - Mechanical Space","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=53272"
"Urey Hall","Basement","","(M)B0225","","100%","96","","M - Mechanical Space","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=53273"
"Urey Hall","Basement","","(M)B0242A","","100%","28","","M - Mechanical Space","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=53274"
"Urey Hall","Basement","","(M)B0505","","100%","235","","M - Mechanical Space","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=53275"
"Urey Hall","Basement","","(MS)B0240A","","100%","56","","M - Mechanical Space","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=74643"
"Urey Hall","Basement","","(TM)B0701","","100%","243","","T - Public Restrooms","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=53276"
"Urey Hall","Basement","","(TW)B0700","","100%","70","","T - Public Restrooms","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=53277"
