"Building","Floor","Suite","Room","Space","Pct","Area","Stations","Category","Description","Room Use (S)","CPEC Code","Department","Program","System (S/C/R)","Cost Codes","PI/Manager","Occupants","Utilization","Home Page"
"York Hall","First Floor","","(C)1003","","100%","500","","C - Public Circulation","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=53909"
"York Hall","First Floor","","(C)1005","","100%","366","","C - Public Circulation","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=53910"
"York Hall","First Floor","","(CE)1205","","100%","89","","C - Public Circulation","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=71581"
"York Hall","First Floor","","(CE)1206","","100%","89","","C - Public Circulation","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=71582"
"York Hall","First Floor","","(CE)1258","","100%","20","","C - Public Circulation","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=71583"
"York Hall","First Floor","","(CS)1110","","100%","193","","C - Public Circulation","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=71584"
"York Hall","First Floor","","(CS)1202","","100%","193","","C - Public Circulation","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=71585"
"York Hall","First Floor","","(CU)529-1-0","","100%","1100","","U - Covered Unenclosed","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=96802"
"York Hall","First Floor","","(CU)529-1-1","","100%","1033","","U - Covered Unenclosed","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=96808"
"York Hall","First Floor","","(CU)529-1-2","","100%","940","","U - Covered Unenclosed","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=96803"
"York Hall","First Floor","","(CU)529-1-3","","100%","926","","U - Covered Unenclosed","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=96806"
"York Hall","First Floor","","(CU)529-1-4","","100%","729","","U - Covered Unenclosed","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=96804"
"York Hall","First Floor","","(CU)529-1-5","","100%","526","","U - Covered Unenclosed","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=96801"
"York Hall","First Floor","","(CU)529-1-6","","100%","484","","U - Covered Unenclosed","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=96805"
"York Hall","First Floor","","(CU)529-1-7","","100%","463","","U - Covered Unenclosed","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=96807"
"York Hall","First Floor","","(CU)529-1-8","","100%","451","","U - Covered Unenclosed","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=96800"
"York Hall","First Floor","","(J)1556","","100%","26","","J - Custodial Support","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=53916"
"York Hall","First Floor","","(J)1557","","100%","26","","J - Custodial Support","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=53917"
"York Hall","First Floor","","(M)1516","","100%","274","","M - Mechanical Space","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=78501"
"York Hall","First Floor","","(M)1550","","100%","729","","M - Mechanical Space","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=53918"
"York Hall","First Floor","","(M)1551","","100%","1236","","M - Mechanical Space","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=53919"
"York Hall","First Floor","","(M)1552","","100%","30","","M - Mechanical Space","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=53920"
"York Hall","First Floor","","(M)1553","","100%","80","","M - Mechanical Space","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=53921"
"York Hall","First Floor","","(M)1559","","100%","2243","","M - Mechanical Space","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=53923"
"York Hall","First Floor","","(M)1560","","100%","707","","M - Mechanical Space","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=53924"
"York Hall","First Floor","","(TM)1201","","100%","114","","T - Public Restrooms","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=53925"
"York Hall","First Floor","","(TW)1203","","100%","110","","T - Public Restrooms","","","","","","","","","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=53926"
"York Hall","First Floor","","1146","1146","100%","962","24","A - Assignable Area","'Stauffer' Lab","265 - Class Laboratory Service (S)","2 - Class Laboratories","Chemistry and Biochemistry","1.1.40.05 - Chemistry","CHEM&BIOCHEM (S, CL:5, RL:F)","","ANDERSON, SUZANNE","","","https://facilities.ucsd.edu/Buildings/Rooms/Home/Default.htm?Rkey=17077"
